state_name,state,state_fips,year,Population,Employment,Unemployment,Unemploymentrate,MarginallyFoodInsecure,FoodInsecure,VeryLowFoodSecure,GrossStateProduct,Numberoflowincomeuninsuredc,PercentLowIncomeUnisuredChil,Personalincome,Workerscompensation,AFDCTANFRecipients,AFDCTANFCaseloads,FoodStampSNAPRecipients,FoodStampSNAPCaseloads,AFDCTANFBenefitfor2Personf,AFDCTANFBenefitfor3personf,AFDCTANFbenefitfor4personf,FSSNAPBenefitfor1personfam,FSSNAPBenefitfor2personfam,FSSNAPBenefitfor3personfam,FSSNAPBenefitfor4personfam,AFDCTANF_FS2PersonBenefit,AFDCTANF_FS3PersonBenefit,AFDCTANF_FS4PersonBenefit,ChildonlyAFDCTANFcases,SSIFederal,SSIState,TotalSSI,SSI_FSBenefit,NumberofPoorthousands,PovertyRate,GovernorisDemocrat1Yes,NumberinLowerHouseDemocrat,NumberinLowerHouseRepublican,FractionofStateHousethatis,NumberinUpperHouseDemocrat,NumberinUpperHouseRepublican,FractionofStateSenatethatis,EITCPhaseInRateNoDependents,EITCPhaseInRate1Dependent,EITCPhaseInRate2Dependents,EITCPhaseInRate3Dependents,EITCMaximumCreditNoDependent,EITCMaximumCredit1Dependent,EITCMaximumCredit2Dependents,EITCMaximumCredit3Dependents,EITCPhaseOutRateNoDependent,EITCPhaseOutRate1Dependent,EITCPhaseOutRate2Dependents,EITCPhaseOutRate3Dependents,StateEITCRate,WisconsinEITCRate2Dependents,WisconsinEITCRate3Dependents,RefundableStateEITC1Yes,FederalMinimumWage,StateMinimumWage,SSIrecipients,SSIrecipientsAged,SSIrecipientsBlind,SSIrecipientsDisabled,Medicaidbeneficiaries,WICparticipation,NSLPFreeParticipation,NSLPReducedParticipation,NSLPTotalParticipation,SBPFreeParticipation,SBPReducedParticipation,SBPTotalParticipation,BW
AR,4,5,1993,2423743,1105538,72386,6.1,,,,47566,,,41648400,24607,72714,26565,285025.9,106443.7,162,204,247,111,203,292,370,365,496,617,6614,434,0,434,513,484,20,1,90,9,.91,30,5,.8571428571428571,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,90582,23335,1186,66061,339451,83518.75,143453.156388889,22641.6395555556,306059.810622222,80287.5780888889,6481.9766,104863.478377778,
CA,5,6,1993,31147208,13817032,1444167,9.5,,,,826447,,,719731000,1633657,2462489,859284,2865833,1075496,504,624,743,111,203,292,370,654,827,988,223455,434,186,620,643,5803,18.2,0,47,33,.59,22,16,.5789473684210527,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,994213,335845,22602,635766,4833824,658465.916666667,1501558.59751111,141260.931788889,2222597.74662222,546561.288911111,18351.0932222222,595651.084733333,
CO,6,8,1993,3560884,1828679,102463,5.3,,,,95659,,,81812100,346894,123244,42543,272618.1,107551.4,280,356,432,111,203,292,370,483,639,771,5146,434,56,490,552,354,9.9,1,27,38,.42,16,19,.4571428571428571,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,3,51055,9556,514,40985,280664,58967,112446.195177778,25277.3179555556,294329.617644444,28032.7401666667,1980.05378888889,36299.0531,
CT,7,9,1993,3272325,1676578,119138,6.6,,,,107680,,,97347600,129028,161506,57315,215387.3,92751.75,549,680,792,111,203,292,370,685,866,1023,5530,434,313,747,732,277,8.5,0,87,64,.5761589403973509,19,17,.5277777777777778,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.27,40233,7597,525,32111,333685,65734.75,83737.1253555556,14792.1263222222,219614.407288889,29124.0331111111,1968.26457777778,37305.0461444444,
DE,8,10,1993,699475,357777,19077,5.1,,,,23509,,,16466800,14099,27672,11395,57884.75,21438.92,270,338,407,111,203,292,370,473,627,753,2424,434,0,434,513,73,10.2,1,17,24,.4146341463414634,15,6,.7142857142857143,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,9696,1684,124,7888,68934,15074.6666666667,22713.5215333333,3129.74431111111,60783.8907111111,9942.7672,469.076255555556,12250.9888555556,
DC,9,11,1993,576358,288925,26931,8.5,,,,45356,,,18066700,19632,66706,24784,86535.66,40676.42,321,409,499,111,203,292,370,524,676,817,4882,434,15,449,523,158,26.4,.,,,,12,1,.9230769230769231,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,18836,3453,204,15179,120256,16129.9166666667,39359.7820444444,1865.94846666667,46382.7160555556,14155.0642333333,339.512777777778,15018.5784444444,
FL,10,12,1993,13713593,6274934,481600,7.1,,,,304403,,,301392600,237139,694535,254006,1499857,606197.4,241,303,364,111,203,292,370,444,595,723,38225,434,0,434,513,2507,17.8,1,74,46,.6166666666666667,20,20,.5,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,292769,93638,3260,195871,1744945,259083.6833333337,662358.052366667,86747.2453555556,1158967.87726667,266122.547688889,13724.9889222222,305274.721322222,
GA,11,13,1993,6894092,3271285,209493,6,,,,171659,,,140173300,57783,398329,141279,807336.9,314876.8,235,280,330,111,203,292,370,438,572,699,22356,434,0,434,513,919,13.5,1,145,35,.8055555555555556,39,17,.6964285714285714,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,3.25,186808,47024,2648,137136,955262,196035.25,394970.997822222,61360.0154888889,933337.7682,176825.363166667,15222.0851444444,231470.933711111,
HI,12,15,1993,1161508,560114,26290,4.5,,,,36732,,,29476500,21533,55876,18339,102952.6,43758.17,550,693,835,182,335,480,609,860,1105,1333,1406,434,5,439,621,91,8,1,45,6,.8823529411764706,22,3,.88,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,5.25,16967,6898,159,9910,109970,22159.1666666667,34661.1062222222,9928.05978888889,142878.341133333,13419.3660333333,2091.0763,24748.0522444444,
ID,13,16,1993,1101204,520963,33143,6,,,,23100,,,20720800,75059,21295,7938,79275.34,28645.42,254,315,357,111,203,292,370,457,607,718,872,434,65,499,558,150,13.1,1,28,56,.3333333333333333,12,23,.3428571428571429,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,14477,2000,142,12335,99515,30597.5,46819.9400111111,14856.3687777778,137750.329633333,12557.2948111111,1170.06521111111,17197.0514222222,
IL,14,17,1993,11725984,5620733,451751,7.4,,,,320079,,,275362600,43331,688864,231262,1179488,493429.1,268,367,414,111,203,292,370,471,647,758,24145,434,0,434,513,1600,13.6,0,72,46,.6101694915254238,27,32,.4576271186440678,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,244950,35029,2526,207395,1395566,214324.5,483708.911733333,54392.3504,934699.868155556,125121.591388889,4824.88542222222,142733.1895,
IN,15,18,1993,5701965,2789531,158776,5.4,,,,132108,,,116112400,24254,210821,73013,496641,184280.7,229,288,346,111,203,292,370,432,580,710,7859,434,0,434,513,704,12.2,1,52,48,.52,22,28,.44,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,3.35,81976,10247,1135,70594,564952,136932.75,174511.209677778,32043.0851777778,597653.9614111111,41573.691,2417.19757777778,52151.2645333333,
IA,16,19,1993,2820525,1496789,62924,4,,,,63386,,,54052600,8628,101079,36672,196105.6,78444.41,361,426,495,111,203,292,370,554,688,815,4001,434,0,434,513,290,10.3,0,55,45,.55,27,23,.54,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,.065,,,0,4.25,4.65,39379,6581,1015,31783,289211,57221.5833333333,87372.5821,26512.4555,378941.387977778,22593.8978888889,2479.46086666667,35320.7479444444,
KS,17,20,1993,2547605,1266875,66217,5,,,,58953,,,53311900,43198,88072,30179,188305.3,73481.66,352,429,497,111,203,292,370,548,690,816,4059,434,0,434,513,327,13.1,1,63,62,.504,13,27,.325,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,2.65,32997,4904,395,27698,242896,52288.0833333333,90971.8382111111,27851.5490222222,307958.168522222,25003.0212555556,2956.39583333333,34935.5148111111,
KY,18,21,1993,3792288,1691208,112094,6.2,,,,81618,,,68128200,158243,224833,82799,530494.1,199651.9,196,228,285,111,203,292,370,399,520,655,12903,434,0,434,513,763,20.4,1,68,32,.68,24,14,.631578947368421,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,145668,26702,1881,117085,617759,110606.583333333,220507.040566667,35932.3332333333,508491.070355556,111492.276566667,9838.94151111111,149158.695922222,
LA,19,22,1993,4284749,1753214,144738,7.6,,,,95866,,,76872700,48012,262703,90019,778741.8,282285.9,138,190,234,111,203,292,370,341,482,604,17449,434,0,434,513,1119,26.4,1,89,16,.8476190476190476,33,6,.8461538461538461,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,170483,36302,2293,131888,751242,124363.166666667,377111.548277778,46490.2083333333,671203.284188889,184572.287777778,10698.8797555556,218325.782088889,
ME,20,23,1993,1238256,583220,45634,7.3,,,,25202,,,24094900,10887,67447,23854,138492.3,60997,337,453,569,111,203,292,370,537,707,866,1148,434,10,444,520,196,15.4,0,97,54,.6423841059602649,20,15,.5714285714285714,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,27817,6366,284,21167,168812,26699.75,41145.7766777778,9453.091044444451,104735.586711111,11687.2927888889,1190.01937777778,16769.8669444444,
MD,21,24,1993,4942504,2494151,164293,6.2,,,,125515,,,125486100,286988,221190,80199,374521.6,159058.8,280,359,432,111,203,292,370,483,641,771,10927,434,0,434,513,479,9.699999999999999,1,116,25,.8226950354609929,38,9,.8085106382978723,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,.5,,,0,4.25,4.25,73529,16462,810,56257,444673,80860.1666666667,149041.0621,23479.2676555556,344504.255088889,47225.6108111111,3526.66416666667,56262.3756333333,
MA,22,25,1993,6010884,2952583,221718,7,,,,173527,,,154367400,64188,325431,114441,442738.6,188821.6,446,539,628,111,203,292,370,613,767,908,12666,434,129,563,603,641,10.7,0,118,37,.7612903225806451,31,9,.775,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,148615,47117,4519,96979,764933,101835.833333333,168865.0551,20873.6513444444,431773.582633333,66163.2800444444,2109.44645555556,76437.1329222222,
MI,23,26,1993,9529240,4400201,342262,7.2,,,,226368,,,202432500,184990,688127,229585,1022140,419036.8,371,459,563,111,203,292,370,561,711,862,17636,434,14,448,523,1475,15.4,0,61,49,.5545454545454546,16,22,.4210526315789473,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,3.35,192390,25162,2178,165050,1171548,188069,314063.454822222,43114.4897333333,732689.440222222,53572.5870111111,1910.07692222222,61666.5468111111,
MN,24,27,1993,4521709,2391535,124840,5,,,,117947,,,99989900,130958,191466,64145,316971.6,131428.9,437,532,621,111,203,292,370,607,763,903,5167,434,81,515,570,506,11.6,0,78,56,.582089552238806,45,22,.6716417910447762,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,.15,,,1,4.25,4.25,54881,10255,761,43865,425478,87160.0833333333,132165.270122222,40565.0321,506770.705988889,37667.2596222222,3039.58631111111,48607.9348,
MS,25,28,1993,2635574,1134735,80398,6.6,,,,47340,,,41597000,20566,171745,60079,536896.6,199891.4,96,120,144,111,203,292,370,299,412,514,12790,434,0,434,513,639,24.7,0,98,23,.8099173553719008,39,13,.75,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,134318,35951,1563,96804,504498,107293.4166666667,260446.1085,30151.7291555556,408734.148411111,127672.868755556,8133.58697777778,149237.084977778,
MO,26,29,1993,5237757,2517067,167139,6.2,,,,118906,,,106821100,38493,261463,89906,590573.4,233832.3,234,292,342,111,203,292,370,437,584,708,10620,434,0,434,513,832,16.1,1,99,64,.6073619631901841,20,14,.5882352941176471,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,105042,19227,1113,84702,609386,111780,200122.862477778,35128.2109444444,550537.216811111,80473.93147777781,6126.76905555556,106445.7629,
MT,27,30,1993,839876,397102,25544,6,,,,16054,,,15163400,123253,34596,11738,70319.5,27148.08,310,390,470,111,203,292,370,513,663,797,930,434,0,434,513,127,14.9,0,61,39,.61,30,20,.6,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,12406,1781,129,10496,89041,18876.0833333333,30954.3023,7886.3727,85285.7485222222,7247.06454444444,717.091822222222,9511.56656666667,
NE,28,31,1993,1612149,840575,23819,2.8,,,,39353,,,33288500,6346,48247,16746,113354.7,45104.58,293,364,435,111,203,292,370,496,645,773,3531,434,28,462,533,169,10.3,1,,,,,,,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,19523,3379,253,15891,164663,32518.91666666667,53630.8902111111,19246.7450444444,201576.531211111,12044.5291111111,1155.17188888889,15696.0326,
NV,29,32,1993,1380197,716242,52651,6.8,,,,40039,,,32966000,394584,35223,13006,93409.5,42333.92,289,348,407,111,203,292,370,492,634,753,2125,434,36,470,538,141,9.800000000000001,1,22,19,.5365853658536586,10,11,.4761904761904762,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,16789,5350,547,10892,88428,21501.5,35450.1390888889,6493.83328888889,87860.1222666667,15206.5462666667,979.477033333333,20099.2448777778,
NH,30,33,1993,1122191,579593,37895,6.1,,,,27362,,,25786700,75982,29483,11021,60361.08,25598.08,451,516,575,111,203,292,370,617,751,871,868,434,27,461,532,112,9.9,0,125,268,.3180661577608143,11,13,.4583333333333333,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,8980,1389,96,7495,79332,19219.1666666667,20273.6717666667,6110.76481111111,86879.53973333329,4961.85506666667,540.301422222222,9098.166122222219,
NJ,31,34,1993,7874891,3713835,305542,7.6,,,,240389,,,217596000,184342,349388,125930,530524,218307.5,322,424,488,111,203,292,370,525,687,810,18701,434,31,465,535,866,10.9,1,22,58,.275,16,24,.4,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,5.05,134285,34800,1176,98309,793634,129232.833333333,228564.804744444,34682.3887555556,499251.108711111,51876.9398,2600.85918888889,59993.7672222222,
NM,32,35,1993,1614937,705726,52863,7,,,,36876,,,28827100,27372,95392,31279,243665.8,84740.41,258,324,389,111,203,292,370,461,616,740,3525,434,0,434,513,282,17.4,1,49,21,.7,27,15,.6428571428571429,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,39993,9823,620,29550,240690,48391.66666666666,112161.708377778,17229.8913222222,178865.755711111,41359.0425222222,3008.73945555556,49421.4311555556,
NY,33,36,1993,18140894,8026518,689074,7.9,,,,537504,,,470053900,1358086,1196589,432788,2045033,942724.1,468,577,687,111,203,292,370,629,794,949,42586,434,86,520,573,2981,16.4,1,95,55,.6333333333333333,26,35,.4262295081967213,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,536018,139921,3944,392153,2742494,402692.25,892336.238488889,107151.788466667,1583971.71281111,277320.712944444,16856.6199555556,328008.629988889,
NC,34,37,1993,6947412,3446119,182243,5,,,,168006,,,141458300,37878,334761,130736,627024.7,253185.3,236,272,297,111,203,292,370,439,564,667,21445,434,0,434,513,966,14.4,1,81,39,.675,39,11,.78,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,174526,45289,2602,126635,898416,168926.833333333,310734.0085,60191.6197111111,740585.400933333,155823.6246,13863.4653555556,196705.741344444,
ND,35,38,1993,637229,310061,13866,4.3,,,,13049,,,11547500,115216,18518,6494,48329.25,18802.17,326,401,491,111,203,292,370,529,671,812,634,434,0,434,513,70,11.2,0,48,58,.4528301886792453,25,24,.5102040816326531,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,8600,1982,95,6523,62087,18519.1666666667,22678.5050777778,7483.7325,89869.1118222222,4800.85156666667,511.221611111111,7838.18771111111,
OH,36,39,1993,11070385,5136613,364692,6.6,,,,259612,,,230366400,1917500,718701,257903,1269258,534812.8,279,341,421,111,203,292,370,482,629,763,35650,434,0,434,513,1461,13,0,61,38,.6161616161616161,13,20,.3939393939393939,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,214038,23022,2543,188473,1490983,243681.5,372471.717388889,55349.4061222222,950240.680811111,120171.575755556,4301.50302222222,135910.463855556,
OK,37,40,1993,3228829,1442202,90985,5.9,,,,65552,,,58247000,281191,138059,48483,370286.8,145839.3,251,324,402,111,203,292,370,454,616,750,7152,434,60,494,555,662,19.9,1,68,33,.6732673267326733,37,11,.7708333333333334,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,69954,16968,977,52009,386531,81395,165994.954911111,37195.5903333333,363098.285966667,77151.58533333331,9687.5155,103772.5039,
OR,38,41,1993,3034490,1487375,112454,7,,,,69409,,,62590800,114535,117697,42591,282882.3,123127.9,395,460,565,111,203,292,370,578,712,864,6051,434,2,436,514,363,11.8,1,28,32,.4666666666666667,16,14,.5333333333333333,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.75,42571,7036,636,34899,325233,63756,98767.2649888889,21377.5467333333,246031.043988889,41475.3169777778,3261.10805555556,52962.7232444444,
PA,39,42,1993,12022128,5491547,412752,7,,,,281704,,,265789400,353679,607870,205435,1186045,518419.7,330,421,514,111,203,292,370,532,685,828,22205,434,32,466,535,1598,13.2,1,107,94,.5323383084577115,24,26,.48,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,236354,42841,2811,190702,1223080,232931.75,350256.998688889,64494.9963555556,959735.347,92458.4104888889,5556.14291111111,116378.2812,
RI,40,44,1993,997852,481774,40470,7.7,,,,23566,,,22514800,11237,61727,22191,92284.16,40373.33,449,554,632,111,203,292,370,615,778,911,2137,434,64,498,558,108,11.2,1,89,11,.89,39,11,.78,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,.275,,,0,4.25,4.45,21309,5011,224,16074,191138,18758.25,30208.1888444444,3530.08287777778,55819.2496777778,6150.68394444444,84.8574,6537.21682222222,
SC,41,45,1993,3634507,1696624,133059,7.3,,,,76158,,,65908000,101708,146626,53314,394274.1,145524,159,200,240,111,203,292,370,362,492,610,13677,434,0,434,513,678,18.7,0,79,43,.6475409836065574,30,16,.6521739130434783,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,103812,26262,1794,75756,470416,108768.666666667,223733.753177778,31244.2919555556,449207.838911111,108612.354366667,8115.51094444444,134400.934911111,
SD,42,46,1993,716258,353208,12268,3.4,,,,16105,,,13531000,6931,20104,7203,55941.67,19950,357,404,450,111,203,292,370,551,673,783,1450,434,15,449,523,102,14.2,0,25,45,.3571428571428572,20,15,.5714285714285714,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,12515,2652,148,9715,69606,22607.6666666667,34314.204,10880.5186222222,105368.093011111,10688.9710777778,1086.06188888889,13654.8004222222,
TN,43,47,1993,5085666,2380485,146402,5.8,,,,119568,,,100091800,59832,310872,107865,773727.3,316881.7,142,185,226,111,203,292,370,345,477,596,14752,434,0,434,513,998,19.6,1,57,42,.5757575757575758,19,14,.5757575757575758,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,167590,36889,1995,128706,908943,121051.166666667,242526.688666667,34963.5045777778,583418.7942222219,118099.939777778,9638.044844444439,157242.239011111,
TX,44,48,1993,17996764,8530187,657374,7.2,,,,443775,,,356399200,144649,781622,278657,2657148,974024.8,158,184,221,111,203,292,370,361,476,591,52116,434,0,434,513,3177,17.4,1,93,57,.62,18,13,.5806451612903226,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,3.35,370719,126703,5558,238458,2308443,541964.916666667,1194228.61628889,133853.5867,2091313.31653333,547777.5307999999,30468.3131,651213.592255556,
UT,45,49,1993,1875993,902780,38186,4.1,,,,38631,,,32491300,120363,52613,18443,132534.8,47455.5,323,402,470,111,203,292,370,526,672,797,2132,434,5,439,516,203,10.7,0,31,44,.4133333333333333,11,18,.3793103448275862,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,18199,2157,307,15735,148131,53579.6666666667,71955.8943333333,30425.5841555556,247750.209777778,12586.7764666667,1519.96467777778,16656.9579333333,
VT,46,50,1993,574004,296457,16121,5.2,,,,13027,,,11680900,3009,28547,10009,57959.25,25314.75,554,659,740,111,203,292,370,689,851,986,866,434,57,491,553,59,10,1,73,75,.4932432432432433,14,16,.4666666666666667,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,.28,,,1,4.25,4.25,12176,2243,123,9810,80564,16220.4166666667,16274.3160444444,3589.20426666667,47916.4569111111,4768.329,456.394011111111,6966.43891111111,
VA,47,51,1993,6464795,3201717,177073,5.2,,,,167688,,,150973300,76694,194326,73650,534754.6,224639.7,294,354,410,111,203,292,370,497,638,755,15464,434,0,434,513,627,9.699999999999999,1,58,41,.5858585858585859,22,18,.55,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,117809,29363,1603,86843,575929,119326.416666667,201224.177033333,37361.4253777778,565679.132211111,91494.22472222221,8258.873977777779,125064.1256,
WA,48,53,1993,5247704,2494999,197271,7.3,,,,142500,,,120676900,919092,288076,101310,462491.2,191385.4,440,546,642,111,203,292,370,609,772,918,14238,434,28,462,533,634,12.1,1,58,40,.5918367346938775,28,21,.5714285714285714,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,81634,12558,890,68186,633364,80759.4166666667,167163.130488889,34130.6511333333,403080.4267,63295.0510888889,3989.98086666667,76217.6675111111,
WV,49,54,1993,1816179,697021,82789,10.6,,,,31881,,,30498800,546285,118995,41383,322480.4,124049.8,201,249,312,111,203,292,370,404,541,682,5970,434,0,434,513,400,22.2,1,74,26,.74,32,2,.9411764705882353,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,60202,8369,736,51097,347014,43359.5,94970.6354,15950.0185222222,198292.700455556,55880.6599111111,6011.46657777778,81780.2948444444,
WI,50,55,1993,5055318,2623303,130994,4.8,,,,120024,,,106713900,16949,236860,79989,337316.8,125455.4,440,517,617,111,203,292,370,609,752,900,11625,434,93,527,578,636,12.6,0,58,41,.5858585858585859,16,17,.4848484848484849,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,.05,.25,.75,1,4.25,4.25,106198,20110,1201,84887,471103,93667.6666666667,143281.852122222,32668.565,476400.095877778,21970.1806,1174.72981111111,26410.2840777778,
WY,51,56,1993,469033,229895,12973,5.3,,,,13791,,,9659900,78597,18238,6509,34228.42,12516.33,320,360,390,111,203,292,370,523,642,741,721,434,10,444,520,64,13.3,1,22,42,.34375,10,20,.3333333333333333,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,1.6,5154,710,60,4384,46262,11339.5,16802.1496888889,5393.86931111111,57732.4703333333,3799.64431111111,450.471844444444,5235.88637777778,
AL,1,1,1994,4232965,1900856,125836,6.2,,,,90098,,,80848400,49874,132067,50340,544904.9,212995.3,137,164,194,112,206,295,375,343,459,569,16140,446,0,446,533,704,16.4,1,82,23,.78,27,8,.7714285714285715,.0765,.236,.3,.3,306,2038,2528,2528,.0765,.1598,.1768,.1768,0,,,0,4.25,4.25,161666,40396,1537,119733,543537,121561.416666667,265892.420633333,40815.8164,550872.228233333,106925.108233333,7735.46073333333,132332.374444444,
AK,2,2,1994,600624,279471,22900,7.6,,,,23605,,,15513100,11203,37998,12759,45870.75,15357.17,821,923,1025,147,271,388,492,1033,1222,1397,836,446,374,820,909,61,10.2,0,23,17,.58,10,10,.5,.0765,.236,.3,.3,306,2038,2528,2528,.0765,.1598,.1768,.1768,0,,,0,4.25,4.75,6389,1205,108,5076,68854,15317.5,20958.3251333333,4919.91231111111,45853.4100333333,4653.82207777778,551.702488888889,6454.15318888889,
AZ,3,4,1994,4147561,1974779,129346,6.1,,,,100374,,,84343700,255464,200809,71984,511738.9,187436.6,275,347,418,112,206,295,375,481,642,776,15145,446,0,446,533,673,15.9,0,27,33,.45,12,18,.4,.0765,.236,.3,.3,306,2038,2528,2528,.0765,.1598,.1768,.1768,0,,,0,4.25,4.25,68559,13363,877,54319,509663,111029.8333333333,211715.047722222,29733.4840777778,376491.310077778,92780.2808777778,6277.47998888889,110620.160622222,
AR,4,5,1994,2450605,1153107,65319,5.4,,,,51416,,,44288600,26613,69333,26014,282520.8,107863.9,162,204,247,112,206,295,375,368,499,622,6866,446,0,446,533,369,15.3,1,90,9,.91,30,5,.8571428571428571,.0765,.236,.3,.3,306,2038,2528,2528,.0765,.1598,.1768,.1768,0,,,0,4.25,4.25,93834,22276,1192,70366,339920,87661.25,146892.138311111,23469.8752,311156.538422222,81729.2190666666,6758.05688888889,106645.331422222,
